Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA5,MA20,MA50,RSI,BB_Middle,BB_Std,BB_Upper,BB_Lower,EMA12,EMA26,MACD,MACD_Signal,Daily_Return,Volatility_14d,DayOfWeek,marketCap,peRatio,dividendYield,eps,beta,Ticker,News_Sentiment,News_Compound
2018-06-01 00:00:00-04:00,44.52742362719064,45.0650945644071,44.47057578446127,45.060359954833984,93770000,0.0,0.0,44.58143310546875,44.362907791137694,41.803835983276365,55.70143658682908,44.362907791137694,0.3908014223009582,45.14451063573961,43.58130494653578,44.36707539333745,43.55013190294522,0.8169434903922337,0.8986130277169957,0.01803352029839722,0.007235453827673383,4,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,-0.128
2018-06-04 00:00:00-04:00,45.391961853466896,45.81357340088076,45.32327387484121,45.43696594238281,105064800,0.0,0.0,44.735391998291014,44.46601448059082,41.91576942443848,61.779877981508534,44.46601448059082,0.3884162810144473,45.242847042619715,43.68918191856193,44.53167393934443,43.689897387348005,0.8417765519964249,0.8872457325728815,0.00835781134297009,0.007457538629002942,0,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-06-05 00:00:00-04:00,45.73068094215916,45.93674852187664,45.56250831426814,45.78752517700195,86264000,0.0,0.0,44.9916748046875,44.57095851898193,42.0531655883789,72.31991209481203,44.57095851898193,0.44652448560853636,45.464007490199,43.67790954776486,44.72488182206097,43.845277223618666,0.879604598442306,0.8857175057467664,0.007715287043234209,0.0069744508247545755,1,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,-0.296
2018-06-06 00:00:00-04:00,45.86332896809294,45.96991553810496,45.45829566499922,45.94622802734375,83734400,0.0,0.0,45.29864730834961,44.67333812713623,42.15678588867188,70.25173735099382,44.67333812713623,0.5139124948025453,45.70116311674133,43.64551313753114,44.912781238258326,44.00090320907978,0.9118780291785455,0.8909496104331223,0.0034660718116625855,0.006710760709652409,2,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-06-07 00:00:00-04:00,45.98412257565429,45.998333635184984,45.55777271870154,45.82305908203125,85388800,0.0,0.0,45.61082763671875,44.75410404205322,42.278848037719726,73.70000235977064,44.75410404205322,0.5616062359838795,45.87731651402098,43.63089157008546,45.05282398345416,44.135877718187295,0.9169462652668656,0.896148941399871,-0.002680719410507404,0.006419488176302155,3,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-06-08 00:00:00-04:00,45.280641688505526,45.47723642550802,44.94903828525194,45.40617752075195,106627200,0.0,0.0,45.67999114990234,44.78240909576416,42.40134994506836,68.29612038473607,44.78240909576416,0.58012769772118,45.94266449120652,43.622153700321796,45.10718606611536,44.22997399985875,0.877212066256611,0.892361566371219,-0.009097637076848297,0.0069609773616253826,4,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-06-11 00:00:00-04:00,45.32329039244013,45.47014285045877,45.053269374743955,45.294864654541016,73234000,0.0,0.0,45.651570892333986,44.81367492675781,42.515490951538084,62.96855836318299,44.81367492675781,0.5904831565161986,45.99464123979021,43.63270861372541,45.136059695103924,44.308854789094475,0.8272049060094488,0.879330234298865,-0.002451491675555917,0.006897904014309593,0,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Positive,0.1531
2018-06-12 00:00:00-04:00,45.3327542194391,45.621724466901995,45.275906369145886,45.54356002807617,67644400,0.0,0.0,45.60277786254883,44.86258659362793,42.63979667663574,67.70424245124354,44.86258659362793,0.6090521192846596,46.08069083219725,43.644482355058614,45.198752054022734,44.400314436426456,0.798437617596278,0.8631517109583476,0.005490586525248142,0.006882450468503586,1,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-06-13 00:00:00-04:00,45.576712006929476,45.685669463112234,45.10772907424196,45.1693115234375,86553600,0.0,0.0,45.44739456176758,44.913037109375,42.74854782104492,57.884112612040646,44.913037109375,0.589286612676342,46.09161033472768,43.73446388402231,45.194222741625005,44.45727718361246,0.7369455580125432,0.8379104803691868,-0.008217374847463876,0.007253724160399501,2,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Positive,0.4404
2018-06-14 00:00:00-04:00,45.370650063678326,45.375388287803325,45.05562502217765,45.1930046081543,86440400,0.0,0.0,45.32138366699219,44.94406585693359,42.84257781982422,58.995278820732956,44.94406585693359,0.5867406952576807,46.117547247448954,43.77058446641823,45.194035336475665,44.5117755113563,0.6822598251193668,0.8067803493192228,0.0005245394255013469,0.007231782143286441,3,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-06-15 00:00:00-04:00,45.010616811486706,45.04140984417357,44.59137256281962,44.72875213623047,246876800,0.0,0.0,45.18589859008789,44.96597518920898,42.92170707702637,50.79947108027397,44.96597518920898,0.5689660575773896,46.10390730436376,43.82804307405421,45.122453305668714,44.52784785393957,0.5946054517291444,0.7643453698012072,-0.010272662239413477,0.007818292741314107,4,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-06-18 00:00:00-04:00,44.5013740344009,44.81876639488328,44.34030693488943,44.705074310302734,73939600,0.0,0.0,45.06794052124023,44.99475383758545,43.02122062683105,52.678588853019384,44.99475383758545,0.538151890103814,46.07105761779308,43.91845005737782,45.05824115253549,44.5409757395961,0.5172654129393877,0.7149293784288433,-0.0005293647776182242,0.007748236123700317,0,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-06-19 00:00:00-04:00,43.85236908130852,44.13423375906719,43.45207410964826,43.982643127441406,134314000,0.0,0.0,44.75575714111328,44.97177791595459,43.098404998779294,45.062668312634266,44.97177791595459,0.5717468009960012,46.115271517946596,43.828284313962584,44.89276453329024,44.49961776832538,0.393146764964861,0.6505728557360468,-0.016159936964803,0.008912947271299723,1,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Positive,0.3182
2018-06-20 00:00:00-04:00,44.138975680951184,44.34030502892865,43.9921196465491,44.174503326416016,82514800,0.0,0.0,44.55679550170898,44.9639612197876,43.16432571411133,49.00036195441463,44.9639612197876,0.5819483384238514,46.127857896635305,43.80006454293989,44.782262809155746,44.47553521707283,0.30672759208291467,0.5818038030054205,0.004362179835774915,0.008971485068318259,2,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-06-21 00:00:00-04:00,44.3521442902915,44.61269237799952,43.804996920310344,43.928165435791016,102847600,0.0,0.0,44.30382766723633,44.929616355895995,43.22914222717285,35.22875673867861,44.929616355895995,0.6224808113008676,46.17457797849773,43.68465473329426,44.65086321325348,44.43498930734825,0.2158739059052266,0.5086178235853817,-0.005576472219840256,0.007377142821871273,3,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Positive,0.6705
2018-06-22 00:00:00-04:00,44.08449061363464,44.09159614199822,43.74814901900461,43.80025863647461,108801600,0.0,0.0,44.11812896728516,44.89136295318603,43.28337776184082,27.164743739175876,44.89136295318603,0.6678969464382462,46.22715684606253,43.55556906030954,44.520000970672115,44.387972220616874,0.13202875005524106,0.43330000887935355,-0.00291172640713544,0.006774856658617832,4,3591333740544,37.88748,42.0,6.31,1.178,AAPL,,
2018-06-25 00:00:00-04:00,43.440251993282196,43.800281278036906,42.807834342570324,43.1489143371582,126652400,0.0,0.0,43.80689697265625,44.81545009613037,43.32180244445801,16.036794585496253,44.81545009613037,0.7727684481584453,46.36098699244726,43.26991319981348,44.30906456551613,44.29619015517549,0.012874410340643294,0.34921488917161153,-0.014870786602479091,0.006819709816534184,0,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-06-26 00:00:00-04:00,43.34312026167635,44.181605152219255,43.23653010580411,43.68419647216797,98276800,0.0,0.0,43.74720764160156,44.77435436248779,43.36578918457031,23.457144903403687,44.77435436248779,0.8109941074319095,46.39634257735161,43.15236614762397,44.21293101269334,44.250857289767524,-0.03792627707418461,0.2717866559224523,0.012405460096334364,0.007922867177490637,1,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Positive,0.5267
2018-06-27 00:00:00-04:00,43.8736935114792,44.35925852613653,43.589461478135476,43.62025451660156,101141200,0.0,0.0,43.63635787963867,44.73479881286621,43.397076721191404,23.78778277503099,44.73479881286621,0.8480755341211114,46.43094988110843,43.03864774462399,44.1217500132946,44.20414597323671,-0.08239595994211157,0.20095013274953955,-0.0014637319838799456,0.00794003686816852,2,3591333740544,37.88748,42.0,6.31,1.178,AAPL,,
2018-06-28 00:00:00-04:00,43.6060415365673,44.10581758874971,43.53498262780935,43.937644958496094,69460800,0.0,0.0,43.63825378417969,44.71857318878174,43.436600036621094,32.10143451864539,44.71857318878174,0.8606059402277474,46.43978506923723,42.99736130832625,44.093426158710216,44.18440515733,-0.0909789986197822,0.1425643064756752,0.0072762171017075605,0.00824936271367224,3,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,-0.4019
2018-06-29 00:00:00-04:00,44.124762038240036,44.337938758621796,43.32417562336653,43.84526824951172,90950800,0.0,0.0,43.64725570678711,44.65781860351562,43.49805961608887,32.25029870643067,44.65781860351562,0.8779230883960474,46.41366478030772,42.901972426723525,44.055248018833524,44.15928390489901,-0.10403588606548908,0.09324426796744234,-0.0021024501670864337,0.008249442326259009,4,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-07-02 00:00:00-04:00,43.53971179784286,44.363985571086324,43.444965401133246,44.3355598449707,70925200,0.0,0.0,43.88458480834961,44.60274829864502,43.60273574829102,36.034793284776086,44.60274829864502,0.8608550032521979,46.32445830514941,42.88103829214062,44.09837291516232,44.17234138194136,-0.07396846677903568,0.059801721018146736,0.011182314877602462,0.00878518363582569,0,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Positive,0.296
2018-07-03 00:00:00-04:00,44.480049616128774,44.51794817879896,43.47339208576447,43.56340026855469,55819200,0.0,0.0,43.860425567626955,44.49154205322266,43.69423355102539,32.9988401508127,44.49154205322266,0.843225851359158,46.177993755940975,42.805090350504344,44.01606943106884,44.1272346328016,-0.11116520173276001,0.025608336467965388,-0.017416258622109382,0.009601511193748776,1,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-07-05 00:00:00-04:00,43.880799159431184,44.15319105336595,43.648676753232714,43.91395950317383,66416800,0.0,0.0,43.919166564941406,44.38992862701416,43.803596343994144,37.33571641166419,44.38992862701416,0.7786814578337173,45.94729154268159,42.832565711346724,44.00036021139269,44.1114364750514,-0.1110762636587097,-0.0017285835573696315,0.00804710450649071,0.009988850189070177,3,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-07-06 00:00:00-04:00,43.91870205781993,44.63165132568128,43.86659242477154,44.52269744873047,69940800,0.0,0.0,44.03617706298828,44.32491054534912,43.92178337097168,48.01652989672854,44.32491054534912,0.7033666814445938,45.731643908238304,42.918177182459935,44.08071978636773,44.14190025087948,-0.06118046451175019,-0.013618959748245745,0.013862060093047246,0.01052019465499103,4,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-07-09 00:00:00-04:00,44.88508594898369,45.16457973616899,44.83771454945132,45.14089584350586,79026400,0.0,0.0,44.29530258178711,44.311646461486816,44.04964469909668,53.76433933617309,44.311646461486816,0.6841415711854666,45.67992960385775,42.94336331911588,44.243823795158214,44.21589992440736,0.027923870750854007,-0.005310393648425795,0.01388501663645303,0.011178489831164753,0,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-07-10 00:00:00-04:00,45.171695759077025,45.30670444901592,45.04615629059817,45.08642578125,63756400,0.0,0.0,44.44547576904297,44.30122451782226,44.1853825378418,60.77732303736139,44.30122451782226,0.6698128858924258,45.640850289607116,42.96159874603741,44.37345486994157,44.28038332121052,0.0930715487310465,0.014365994827468665,-0.0012066677286312055,0.010100772325939662,1,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Positive,0.4215
2018-07-11 00:00:00-04:00,44.64823336964213,44.95141471824108,44.43742753172243,44.501380920410156,75326000,0.0,0.0,44.63307189941406,44.249115562438966,44.29554580688477,52.96404706279536,44.249115562438966,0.6055312995899841,45.460178161618934,43.038052963259,44.393135800782886,44.29675351374383,0.09638228703905583,0.0307692532697861,-0.01297607540855783,0.010803497689823086,2,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Positive,0.2023
2018-07-12 00:00:00-04:00,44.892198952245316,45.33749813324035,44.840089319822205,45.24748992919922,72164400,0.0,0.0,44.89977798461914,44.25302448272705,44.40251007080078,60.969118006197334,44.25302448272705,0.6120018970253155,45.47702827677768,43.02902068867642,44.52457489746232,44.36717843340719,0.1573964640551324,0.056094695426855364,0.016765974299167485,0.011454542802184147,3,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Positive,0.5859
2018-07-13 00:00:00-04:00,45.25931589682399,45.439328619951084,45.21667911695911,45.31853103637695,50055600,0.0,0.0,45.05894470214844,44.259300804138185,44.475643920898435,62.74371180946453,44.259300804138185,0.62269929605129,45.50469939624077,43.0139022120356,44.646721995756884,44.437648996590134,0.20907299916675015,0.08669035617483432,0.0015700563122704736,0.011363655477239849,4,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Positive,0.5859
2018-07-16 00:00:00-04:00,45.36355941171305,45.63120952815249,45.103011212481135,45.21907424926758,60172400,0.0,0.0,45.074580383300784,44.28381690979004,44.54527885437012,69.15020354237126,44.28381690979004,0.6511566056599977,45.58613012111004,42.98150369847004,44.734776188604684,44.49553234864032,0.2392438399643666,0.11720105293274079,-0.002194616304521002,0.010331497634800775,0,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-07-17 00:00:00-04:00,44.944303451411415,45.446446818275106,44.81402938523273,45.34696578979492,62138000,0.0,0.0,45.126688385009764,44.31591148376465,44.58472152709961,66.63544789021373,44.31591148376465,0.6878004639809212,45.69151241172649,42.94031055580281,44.82895920417241,44.558601492429545,0.27035771174286793,0.14783238469476623,0.0028282653426814353,0.010001315238523939,1,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-07-18 00:00:00-04:00,45.425131614844666,45.42986983945193,44.98693800093619,45.098262786865234,65573600,0.0,0.0,45.24606475830078,44.37169246673584,44.61291389465332,64.2597989169279,44.37169246673584,0.7043883307600323,45.7804691282559,42.96291580521577,44.870390524586696,44.59857640312848,0.27181412145821326,0.17262873204745566,-0.005484446392346243,0.01018665603885683,2,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-07-19 00:00:00-04:00,44.930092856052,45.607514392968014,44.930092856052,45.44881820678711,81147200,0.0,0.0,45.28633041381836,44.435408210754396,44.6439175415039,64.48706405692649,44.435408210754396,0.7422305597181683,45.919869330190735,42.950947091318056,44.959379398771375,44.66155727747357,0.2978221212978056,0.19766740989752565,0.007773146863297109,0.010205685010917655,3,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Positive,0.4939
2018-07-20 00:00:00-04:00,45.42513242622012,45.579090393745275,45.04378665816805,45.344600677490234,82704800,0.0,0.0,45.291544342041014,44.50622997283936,44.66665473937988,64.34099249748786,44.50622997283936,0.7586774899344549,46.02358495270827,42.988874992970445,45.018644210881966,44.71215308488221,0.3064911259997558,0.2194321531179717,-0.0022930745706675193,0.010212374846169723,4,3591333740544,37.88748,42.0,6.31,1.178,AAPL,,
2018-07-23 00:00:00-04:00,45.16459013736902,45.467775115451786,44.8993073475294,45.38487243652344,63957600,0.0,0.0,45.324703979492185,44.5854606628418,44.67755065917969,60.982009324712884,44.5854606628418,0.7637961338426507,46.1130529305271,43.0578683951565,45.07498701482681,44.76198414796674,0.3130028668600673,0.23814629586639083,0.0008881268868068393,0.009901373480285604,0,3591333740544,37.88748,42.0,6.31,1.178,AAPL,,
2018-07-24 00:00:00-04:00,45.58382962337982,45.87043258915124,45.489086812692015,45.71410369873047,74791600,0.0,0.0,45.3981315612793,44.71372013092041,44.69844177246094,74.80919859891222,44.71372013092041,0.7242224898387104,46.162165110597826,43.26527515124299,45.173312658504294,44.83251152209739,0.34080113640690257,0.2586772639744932,0.007254207063543072,0.008299914407724415,1,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Positive,0.5267
2018-07-25 00:00:00-04:00,45.72830281628669,46.1522852767707,45.57907949492907,46.145179748535156,66839600,0.0,0.0,45.60751495361328,44.83676929473877,44.73003883361817,75.26860537755094,44.83676929473877,0.7487463845647973,46.334262063868366,43.33927652560918,45.322830672355195,44.92974620553723,0.3930844668179674,0.28555870454318805,0.009429826135181507,0.008366403203385591,2,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-07-26 00:00:00-04:00,46.09544470518059,46.41520798302393,45.85858408876513,46.000701904296875,76304000,0.0,0.0,45.717891693115234,44.95579166412354,44.76684684753418,68.70539093760138,44.95579166412354,0.7342488551848688,46.42428937449328,43.4872939537538,45.427118554192376,45.0090762572972,0.41804229689517314,0.3120554230135851,-0.0031309411952797905,0.007983651843332338,3,3591333740544,37.88748,42.0,6.31,1.178,AAPL,,
2018-07-27 00:00:00-04:00,46.185454905741615,46.23282630824485,45.02720658563666,45.23564147949219,96096000,0.0,0.0,45.696099853515626,45.02069149017334,44.78011108398437,51.15610945452413,45.02069149017334,0.6958811038048887,46.41245369778312,43.62892928256356,45.39766054270004,45.025858866348685,0.3718016763513532,0.3240046736811387,-0.016631494588851603,0.008727654769071851,4,3591333740544,37.88748,42.0,6.31,1.178,AAPL,,
2018-07-30 00:00:00-04:00,45.45355093709418,45.52460984500489,44.78323857177354,44.982200622558594,84118000,0.0,0.0,45.61556549072266,45.077538108825685,44.79394378662109,48.78711416451068,45.077538108825685,0.638913168187306,46.355364445200294,43.799711772451076,45.333743631909044,45.02262492236424,0.31111870954480736,0.32142748085387246,-0.005602680732371024,0.008859662452645512,0,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-07-31 00:00:00-04:00,45.07458313886849,45.51040587443045,44.847195320980184,45.07221221923828,157492000,0.0,0.0,45.487187194824216,45.11437072753906,44.81279800415039,57.50788719504853,45.11437072753906,0.614660988214369,46.3436927039678,43.885048751110325,45.293508029959696,45.026298055466015,0.26720997449368156,0.3105839795818343,0.0020010492024382653,0.008056910531482022,1,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-08-01 00:00:00-04:00,47.16605091541913,47.78899181569538,46.73496290248479,47.72740936279297,271742800,0.0,0.0,45.80363311767578,45.322571182250975,44.878502960205076,71.71317721748981,45.322571182250975,0.7516251668030709,46.825821515857115,43.819320848644836,45.667954388857126,45.226380374527274,0.4415740143298521,0.33678198653143787,0.058909847394208015,0.017157586025829005,2,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-08-02 00:00:00-04:00,47.50949662474628,49.357009912599516,47.455019702114555,49.12251663208008,249616000,0.0,0.0,46.42799606323242,45.582999038696286,44.974336547851564,77.03730375293368,45.582999038696286,1.0719586752407344,47.72691638917775,43.43908168821482,46.199425503199116,45.51498306027192,0.6844424429271925,0.4063140778105888,0.029230735292636645,0.018409253763040607,3,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-08-03 00:00:00-04:00,49.037268214923294,49.442301583863305,48.67013342367971,49.26465606689453,133789600,0.0,0.0,47.23379898071289,45.82009696960449,45.06732841491699,78.58106509322246,45.82009696960449,1.3206629727015295,48.46142291500755,43.17877102420143,46.670999436075334,45.792736616318045,0.878262819757289,0.5007038261999289,0.0028935698852534664,0.018286396659955538,4,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Positive,0.1779
2018-08-06 00:00:00-04:00,49.26700420359298,49.563079950008806,49.046725583078434,49.52044677734375,101701600,0.0,0.0,48.141448211669925,46.03907451629639,45.16643081665039,78.96126737260968,46.03907451629639,1.5459814507069658,49.13103741771032,42.94711161488246,47.10937595011663,46.06886329491254,1.0405126552040898,0.6086655920007611,0.0051921748951599955,0.018262867601768942,0,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Positive,0.6705
2018-08-07 00:00:00-04:00,49.579669337671504,49.62230251670926,48.97330308244085,49.05620574951172,102349600,0.0,0.0,48.93824691772461,46.23756351470947,45.254211502075194,76.66783356799874,46.23756351470947,1.667312648496749,49.57218881170297,42.90293821771597,47.408888226946644,46.29014792117915,1.1187403057674956,0.710680534754108,-0.00937473423693802,0.0184867994111566,1,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Positive,0.2023
2018-08-08 00:00:00-04:00,48.8051272866738,49.22200064099449,48.442730858301594,49.089359283447266,90102000,0.0,0.0,49.210636901855466,46.46696243286133,45.34587646484375,75.62528260829872,46.46696243286133,1.7302970496689078,49.92755653219915,43.00636833352351,47.667422235639044,46.497496910976786,1.169925324662259,0.8025294927357383,0.0006758275212892517,0.018537036973789278,2,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-08-09 00:00:00-04:00,49.629402742714994,49.688617894521244,49.07751709417605,49.47544479370117,93970400,0.0,0.0,49.28122253417969,46.67836017608643,45.44715805053711,77.96672327800299,46.67836017608643,1.8289298356840265,50.33621984745448,43.02050050471838,47.945579552263986,46.71808564303044,1.2274939092335444,0.8875223760352995,0.007864953136271557,0.018399475069365154,3,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Positive,0.6369
2018-08-10 00:00:00-04:00,49.287664511416764,49.701248648871726,49.12365694610047,49.32807159423828,98444800,0.1825,0.0,49.293905639648436,46.878837203979494,45.54847633361816,76.31470955417386,46.878837203979494,1.8907352659088013,50.6603077357971,43.09736667216189,48.15827063564465,46.91141793571251,1.2468526999321412,0.9593884408146679,-0.0029787139878659774,0.018517228220607425,4,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,-0.1027
2018-08-13 00:00:00-04:00,49.75117596097758,50.14098963047253,49.36849274184248,49.64659118652344,103563600,0.0,0.0,49.31913452148437,47.100213050842285,45.64020095825195,76.28079882688617,47.100213050842285,1.9446041513004333,50.98942135344315,43.21100474824142,48.38724302808754,47.1140233616985,1.2732196663890392,1.0221546859295423,0.006457166923232505,0.01851471061257931,0,3591333740544,37.88748,42.0,6.31,1.178,AAPL,,
2018-08-14 00:00:00-04:00,49.95320534273534,50.04828041362775,49.5015896887927,49.855751037597656,82992000,0.0,0.0,49.479043579101564,47.325652313232425,45.72857666015625,75.55575055882449,47.325652313232425,1.9914405949011442,51.30853350303471,43.34277112343014,48.61316733724294,47.31711430065399,1.296053036588951,1.0769343560614242,0.004212975071911762,0.018494307660302307,1,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Negative,0.0
2018-08-15 00:00:00-04:00,49.72977522737241,50.09106702726294,49.51823011055048,49.97222137451172,115230400,0.0,0.0,49.655615997314456,47.569350242614746,45.81227058410644,77.45890830062878,47.569350242614746,2.0027108903424677,51.57477202329968,43.56392846192981,48.82225257374583,47.51378889871753,1.3084636750282996,1.1232402198547993,0.0023361464723743453,0.018350791536753862,2,3591333740544,37.88748,42.0,6.31,1.178,AAPL,Positive,0.5106
